feature,importance
Morgan_1866,0.0003739043117327383
Morgan_507,0.00037276906717471594
Morgan_1048,0.00037207535095337636
Morgan_1405,0.00037187507022864546
Morgan_1879,0.000370905148335482
Morgan_30,0.0003634476013593701
Morgan_1357,0.00036187519370325716
Morgan_352,0.00036133169682151504
Morgan_769,0.0003609069647326362
Morgan_71,0.0003597539425597768
Morgan_1282,0.000357043192474545
Morgan_1825,0.000350448199802924
Morgan_690,0.00034634868166135975
Morgan_800,0.0003438477935196928
Morgan_119,0.00034261068456703265
Morgan_1459,0.000333002733195652
Morgan_343,0.00032740531770802424
Morgan_1391,0.000325273565123471
Morgan_322,0.0003237182061409701
Morgan_1304,0.0003236053254704374
Morgan_1653,0.0003219725654528053
Morgan_977,0.0003195515529125533
Morgan_1697,0.0003158616174531807
Morgan_1365,0.0003156377137799131
Morgan_341,0.00031476977142527875
Morgan_193,0.00030986820942481205
Morgan_387,0.0003074766639740436
Morgan_5,0.0003064224161798055
Morgan_1111,0.00030493703552199585
Morgan_806,0.00030463705091323296
Morgan_2033,0.0003040339995089953
Morgan_809,0.0003038299146945765
Morgan_1050,0.00030374562251575565
Morgan_371,0.00030369524514343456
Morgan_323,0.0002930997993728094
Morgan_961,0.00028974033480255084
Morgan_1285,0.0002876528366709466
Morgan_1441,0.00028721894144213736
Morgan_319,0.00028633719698789687
Morgan_738,0.00028537413375485406
Morgan_510,0.0002834363302403257
Morgan_13,0.0002823967385997405
Morgan_1538,0.0002810546364659249
Morgan_638,0.0002756910346874793
Morgan_1256,0.00027453097037042463
Morgan_781,0.0002738074769287407
Morgan_1224,0.0002704071330468637
Morgan_1959,0.000268264683698836
Morgan_1457,0.00026507929017706205
Morgan_166,0.00026044047986214033
Morgan_588,0.0002589861279313003
Morgan_116,0.0002565698047274951
Morgan_1367,0.0002536993007205039
Morgan_1292,0.000250453312783841
Morgan_687,0.0002500017706947498
Morgan_1496,0.0002491582854845447
Morgan_1722,0.00024876877833976066
Morgan_1948,0.00024867081746793285
Morgan_674,0.00024788918699564406
Morgan_1564,0.0002450752049177303
Morgan_1254,0.0002443254085448792
Morgan_464,0.00024322546953715394
Morgan_345,0.00023904544113948284
Morgan_1670,0.00023888478337791213
Morgan_219,0.00023781450542256484
Morgan_1570,0.00023398038511672592
Morgan_911,0.00023391017362590073
Morgan_567,0.00023360450100878982
Morgan_1536,0.00023127877970297348
Morgan_1745,0.00023123179088146582
Morgan_8,0.00022855417664240362
Morgan_1708,0.00022847165947142268
Morgan_1815,0.00022718468849944565
Morgan_841,0.00022581622032859247
Morgan_837,0.00022323143412409125
Morgan_699,0.00022259600911725188
Morgan_1257,0.00022246716722528352
